"probe_id","Refseq_id","Symbol"
"ILMN_1678847","XM_942136.1","LOC652606"
"ILMN_1774017","XM_941867.1","LOC120824"
"ILMN_1750092","NM_153825.1","SEPSECS"
"ILMN_1681515","NM_004750.2","CRLF1"
"ILMN_1681674","XM_928876.2","LOC645904"
"ILMN_1718206","NM_014680.2","KIAA0100"
"ILMN_1740927","NM_020408.3","LYRM4"
"ILMN_2079322","NM_001039761.2","LOC642980"
"ILMN_1746369","NM_001039761.2","LOC642980"
"ILMN_1777684","XM_376186.3","LOC93463"
"ILMN_1690586","XM_939887.2","HNRPA1P4"
"ILMN_1793712","NM_005698.2","SCAMP3"
"ILMN_1685431","NM_198968.2","DZIP1"
"ILMN_1678065","NM_001526.2","HCRTR2"
"ILMN_1694311","NM_198041.1","NUDT6"
"ILMN_1671627","XM_933327.1","LOC645994"
"ILMN_1746276","NM_025209.2","EPC1"
"ILMN_1806056","NM_001816.2","CEACAM8"
"ILMN_1766541","NM_006538.3","BCL2L11"
"ILMN_2359627","NM_006538.3","BCL2L11"
"ILMN_1724669","NM_004349.2","RUNX1T1"
"ILMN_1812795","NM_004349.2","RUNX1T1"
"ILMN_1771155","XM_944226.1","TSPYL2"
"ILMN_1652650","NM_001024666.1","SH3KBP1"
"ILMN_1789807","NM_144725.2","FLJ25439"
"ILMN_1670298","NM_012311.2","KIN"
"ILMN_1678692","NM_201274.2","MPRIP"
"ILMN_1676200","XM_499062.2","LOC441205"
"ILMN_1676470","NM_213648.1","TCF7"
"ILMN_1677846","NM_213648.1","TCF7"
"ILMN_1726809","NM_030762.1","BHLHB3"
"ILMN_1667079","NM_006946.1","SPTBN2"
"ILMN_1652872","NM_014948.2","UBOX5"
"ILMN_1774784","NM_014948.2","UBOX5"
"ILMN_1757634","XM_928334.1","FAM20C"
"ILMN_2338197","NM_001040614.1","LINS1"
"ILMN_1725366","NM_012254.1","SLC27A5"
"ILMN_1791409","NM_002206.1","ITGA7"
"ILMN_1743371","NM_032604.2","ABHD1"
"ILMN_1723837","NM_001010898.1","SLC6A17"
"ILMN_1737220","XM_926835.1","LOC653313"
"ILMN_2385416","NM_001509.1","GPX5"
"ILMN_1775871","NM_001509.1","GPX5"
"ILMN_2385410","NM_001509.1","GPX5"
"ILMN_1695002","NM_181794.1","PKIB"
"ILMN_1813639","NM_152864.2","NKAIN4"
"ILMN_1760613","NM_007176.1","C14orf1"
"ILMN_1659550","XM_371273.3","LOC388654"
"ILMN_1746917","XR_016056.1","LOC729843"
"ILMN_1679455","XM_932822.1","LOC645333"
"ILMN_2046199","NM_003094.2","SNRPE"
"ILMN_1656424","NM_003094.2","SNRPE"
"ILMN_1766157","NM_001098579.1","MRVI1"
"ILMN_2254583","NM_153816.2","SNX14"
"ILMN_2326075","NM_001012331.1","NTRK1"
"ILMN_1796697","XM_936087.1","ZNF452"
"ILMN_1661770","NM_015061.2","JMJD2C"
"ILMN_1780790","NM_138815.2","DPPA2"
"ILMN_1685520","XM_936046.1","LOC641999"
"ILMN_1777477","NM_001012715.1","C9orf106"
"ILMN_2298958","NM_138777.2","MRRF"
"ILMN_2415949","NM_138777.2","MRRF"
"ILMN_1743987","NM_001001188.3","TRPM2"
"ILMN_2352380","NM_001001188.3","TRPM2"
"ILMN_1723230","NM_033430.2","PDE5A"
"ILMN_1812787","XM_496034.2","LOC653717"
"ILMN_1686319","NM_020935.1","USP37"
"ILMN_1652185","NM_000418.2","IL4R"
"ILMN_1766729","NM_003395.1","WNT9A"
"ILMN_1714587","NM_001081551.2","DEFB103B"
"ILMN_1684308","NM_001081551.2","DEFB103B"
"ILMN_2230592","NM_007208.2","MRPL3"
"ILMN_1713143","NM_007208.2","MRPL3"
"ILMN_1699987","NM_024641.2","MANEA"
"ILMN_2269092","NM_024641.2","MANEA"
"ILMN_1734702","NM_024641.2","MANEA"
"ILMN_1757026","NM_024641.2","MANEA"
"ILMN_1787314","NM_178231.1","ALS2CR14"
"ILMN_1762995","XM_926522.2","LOC642350"
"ILMN_1880222","XM_001129874.1","LOC731496"
"ILMN_1667535","XM_934674.2","LOC644838"
"ILMN_1651662","XM_931899.1","LOC643899"
"ILMN_1736623","NM_184231.1","NCKIPSD"
"ILMN_2353276","NM_182684.1","UPK3B"
"ILMN_2264177","NM_182684.1","UPK3B"
"ILMN_1708987","NM_198708.1","HSD11B1L"
"ILMN_1766487","NM_145256.2","LRRC25"
"ILMN_1687567","NM_181552.2","CUX1"
"ILMN_1788664","NM_033272.2","KCNH7"
"ILMN_1809035","XM_938494.1","SYT7"
"ILMN_1768576","XM_370586.2","LOC387723"
"ILMN_2317543","NM_001005731.1","ITGB4"
"ILMN_1788784","XM_945396.1","LOC649270"
"ILMN_1712128","NM_015350.1","LRRC8B"
"ILMN_2079059","NM_033059.2","KRTAP4-11"
"ILMN_1810345","XM_377949.3","LOC402282"
"ILMN_1757693","XM_944416.2","C17orf51"
"ILMN_1808811","NM_014963.2","SBNO2"
"ILMN_1739386","NM_176810.2","NLRP13"
"ILMN_1691151","NM_212469.1","CHKA"
"ILMN_1658504","NM_212469.1","CHKA"
"ILMN_2058327","NR_002827.1","HERC2P4"
"ILMN_1665136","NR_002827.1","HERC2P4"
"ILMN_1719755","NM_032447.3","FBN3"
"ILMN_2293511","NM_001331.1","CTNND1"
"ILMN_1723630","XM_945259.1","LOC649701"
"ILMN_1668721","NM_001760.2","CCND3"
"ILMN_2208413","NM_018460.2","ARHGAP15"
"ILMN_2377862","NM_198896.1","RAB6A"
"ILMN_2043918","NR_002605.1","DLEU1"
"ILMN_1681641","NR_002605.1","DLEU1"
"ILMN_1688152","NM_004843.2","IL27RA"
"ILMN_1653712","NM_207309.1","UAP1L1"
"ILMN_2169783","NM_003008.2","SEMG2"
"ILMN_1677440","NM_005765.2","ATP6AP2"
"ILMN_1694582","NM_002311.3","LIG3"
"ILMN_2373335","NM_002311.3","LIG3"
"ILMN_1740339","NM_015428.1","ZNF473"
"ILMN_1782730","NM_015428.1","ZNF473"
"ILMN_1803490","NM_080654.2","CCDC34"
"ILMN_1679215","NM_016087.2","WNT16"
"ILMN_1713966","NM_180981.1","MRPL52"
"ILMN_1807439","NM_000693.2","ALDH1A3"
"ILMN_1661142","NM_007114.2","TMF1"
"ILMN_1862302","NM_007114.2","TMF1"
"ILMN_2075643","NM_173505.2","ANKRD29"
"ILMN_1656563","NM_003466.3","PAX8"
"ILMN_1708534","NM_003466.3","PAX8"
"ILMN_1764827","NM_152301.3","MRFAP1L1"
"ILMN_1770329","NM_004581.3","RABGGTA"
"ILMN_1771949","NM_005640.1","TAF4B"
"ILMN_1670086","XM_938845.1","LOC649775"
"ILMN_1732251","NM_001001953.1","OR10G9"
"ILMN_1784783","NM_003551.2","NME5"
"ILMN_1654965","XM_929761.1","LOC646804"
"ILMN_1781479","NM_003173.2","SUV39H1"
"ILMN_1715189","NM_199160.2","LHX6"
"ILMN_1792547","XM_943107.1","LOC647911"
"ILMN_1801891","NM_144657.3","HDX"
"ILMN_1736972","NM_025211.2","GKAP1"
"ILMN_1813685","NM_003929.1","RAB7L1"
"ILMN_1740508","NM_001014797.1","KCNMA1"
"ILMN_1743078","XM_926402.1","LOC643031"
"ILMN_2144654","NM_001031618.1","MGC119295"
"ILMN_1754975","XM_944049.1","KIAA1641"
"ILMN_1798587","NM_145735.1","ARHGEF7"
"ILMN_2235679","NM_145735.1","ARHGEF7"
"ILMN_2324029","NM_015356.3","SCRIB"
"ILMN_1726516","NM_015356.3","SCRIB"
"ILMN_1741014","NM_022127.1","SLC28A3"
"ILMN_1700001","NM_022171.2","TCTA"
"ILMN_1692597","XM_941950.2","LOC652489"
"ILMN_1666564","XM_941950.2","LOC652489"
"ILMN_1806010","NM_015089.2","CUL9"
"ILMN_1769394","NM_006225.2","PLCD1"
"ILMN_1770244","NM_006807.3","CBX1"
"ILMN_1685409","XM_925887.1","LOC642356"
"ILMN_1704941","NM_021823.3","PPCDC"
"ILMN_1802731","NM_176890.1","TAS2R50"
"ILMN_1691413","NM_181689.1","NNAT"
"ILMN_1725327","XM_927061.1","LOC643772"
"ILMN_1671171","NM_031413.2","CECR2"
"ILMN_1805564","NM_005019.3","PDE1A"
"ILMN_1693426","XM_931396.2","LOC643194"
"ILMN_1775273","XM_939906.1","LOC650815"
"ILMN_1701306","NM_199176.1","MRRF"
"ILMN_2068747","NM_000274.1","OAT"
"ILMN_1654441","NM_000274.1","OAT"
"ILMN_1757910","XM_001132864.1","HIP1R"
"ILMN_1654415","NM_178161.2","PTF1A"
"ILMN_1752032","NM_199326.1","PPP2R3B"
"ILMN_1740589","NM_152357.1","ZNF440"
"ILMN_1719867","NM_007282.4","RNF13"
"ILMN_1792553","XM_932046.1","LOC644209"
"ILMN_1730294","NM_194281.3","INO80C"
"ILMN_2196287","NR_002226.1","INGX"
"ILMN_2360705","NM_203372.1","ACSL3"
"ILMN_2225548","NM_015461.1","ZNF521"
"ILMN_1672365","XM_926084.1","LOC442117"
"ILMN_1791867","NM_022140.2","EPB41L4A"
"ILMN_1695941","NM_022351.3","NECAB1"
"ILMN_1749789","NM_005320.2","HIST1H1D"
"ILMN_1680018","NM_020639.2","RIPK4"
"ILMN_2353240","NM_007122.3","USF1"
"ILMN_1712555","XM_938042.2","LOC347549"
"ILMN_1722642","NM_001001330.1","REEP3"
"ILMN_1688996","XM_926431.1","LOC643060"
"ILMN_1745497","NM_032230.1","C12orf26"
"ILMN_1669545","XM_930354.1","C14orf144"
"ILMN_1760222","XM_930354.1","C14orf144"
"ILMN_1691189","XM_927444.1","LOC644267"
"ILMN_1663646","NM_005509.4","DMXL1"
"ILMN_1653667","XM_926758.1","LOC643423"
"ILMN_1660217","NM_001525.1","HCRTR1"
"ILMN_1685077","NM_152238.1","SNX7"
"ILMN_2290686","NM_152238.1","SNX7"
"ILMN_2400613","NM_152238.1","SNX7"
"ILMN_1707699","XM_927926.1","LOC644830"
"ILMN_1807448","NM_016255.1","FAM8A1"
"ILMN_1807580","NM_153354.3","TMEM161B"
"ILMN_1748697","NM_001004317.2","LIN28B"
"ILMN_1711888","NM_015198.2","COBL"
"ILMN_1800421","NM_001007526.1","RBMY1A1"
"ILMN_1805127","XM_371416.3","LOC653620"
"ILMN_1668031","XM_942776.2","SYNPO2"
"ILMN_1810025","NM_014579.1","SLC39A2"
"ILMN_1799690","XM_929482.1","LOC646550"
"ILMN_1724233","XM_934388.2","LOC145783"
"ILMN_1688242","NM_000065.1","C6"
"ILMN_1778717","NM_006716.3","DBF4"
"ILMN_2159300","NM_001010911.1","C10orf114"
"ILMN_1662734","NM_178233.1","OTOP3"
"ILMN_1696846","XR_001013.1","LOC541471"
"ILMN_2300894","NM_172108.2","KCNQ2"
"ILMN_1796181","XM_936341.1","LOC642185"
"ILMN_1703866","NM_003169.2","SUPT5H"
"ILMN_1711111","NM_183061.1","SLC9A10"
"ILMN_1771019","NM_004687.3","MTMR4"
"ILMN_1725352","XM_939707.1","RUVBL1"
"ILMN_2357577","NM_206907.3","PRKAA1"
"ILMN_1723824","XM_940535.1","LOC124685"
"ILMN_1776175","XM_373979.2","LOC388938"
"ILMN_1745075","NM_053275.3","RPLP0"
"ILMN_1679912","NM_206831.1","DPH3"
"ILMN_1681802","NM_002082.3","GRK6"
"ILMN_1748277","XM_934672.1","LOC253573"
"ILMN_1716736","NM_005191.3","CD80"
"ILMN_1683352","NM_030876.4","OR5V1"
"ILMN_1804597","NM_025000.2","C2orf37"
"ILMN_1725702","XM_943174.1","LOC648003"
"ILMN_1688504","NM_001004454.1","OR1L8"
"ILMN_1685948","NM_001008756.1","GCET2"
"ILMN_1687592","NM_015691.2","WWC3"
"ILMN_1717868","NM_006585.2","CCT8"
"ILMN_2110206","NM_024312.3","GNPTAB"
"ILMN_1736757","NM_024312.3","GNPTAB"
"ILMN_2160015","NM_147191.1","MMP21"
"ILMN_1791637","NM_032037.2","TSSK6"
"ILMN_1815812","NM_013399.2","C16orf5"
"ILMN_1784780","NM_015125.3","CIC"
"ILMN_2298727","NM_016835.2","MAPT"
"ILMN_2088172","NM_000938.1","POLR2B"
"ILMN_1682626","NM_030963.2","RNF146"
"ILMN_1685679","NM_030963.2","RNF146"
"ILMN_1755537","NM_004681.2","EIF1AY"
"ILMN_1710514","NM_005178.2","BCL3"
"ILMN_1792283","NM_006413.3","RPP30"
"ILMN_2297096","NM_001017526.1","ARHGAP8"
"ILMN_2412475","NM_001017526.1","ARHGAP8"
"ILMN_1651329","XM_944750.2","LOC646360"
"ILMN_1690682","NM_003782.3","B3GALT4"
"ILMN_1683687","XM_925842.1","C1R"
"ILMN_1671206","XM_929896.1","LOC646933"
"ILMN_2069067","NM_001037380.1","DEFB109"
"ILMN_2110857","NM_003614.1","GALR3"
"ILMN_1758100","NM_003614.1","GALR3"
"ILMN_1794143","XM_067605.6","Rg9mtd1"
"ILMN_1683487","NM_003444.1","ZNF154"
"ILMN_1671511","XM_941308.1","LOC652011"
"ILMN_1799734","NM_012182.1","FOXB1"
"ILMN_1803231","XM_939632.1","LOC650543"
"ILMN_1794122","NM_007135.1","ZNF79"
"ILMN_1716382","NM_207376.1","LOC387882"
"ILMN_1686725","NM_177438.1","DICER1"
"ILMN_1779410","NM_003574.5","VAPA"
"ILMN_1676042","XM_001131480.1","ALOX15"
"ILMN_1783443","XM_001131480.1","ALOX15"
"ILMN_1804163","XM_933280.1","LOC653686"
"ILMN_1696127","NM_015349.1","KIAA0240"
"ILMN_1717229","NM_153698.1","C9orf21"
"ILMN_1721842","NM_012234.4","RYBP"
"ILMN_1665948","XM_940995.1","LOC651772"
"ILMN_1675131","NM_017916.1","PIH1D1"
"ILMN_2188959","NM_006821.3","ACOT2"
"ILMN_1730138","XM_936286.2","LOC642141"
"ILMN_1784031","NM_006351.2","TIMM44"
"ILMN_1773855","NM_152359.1","CPT1C"
"ILMN_1766182","NM_002073.2","GNAZ"
"ILMN_1678728","NM_153675.1","FOXA2"
"ILMN_1668052","NM_153675.1","FOXA2"
"ILMN_1680110","NM_006829.2","C10orf116"
"ILMN_2410371","NM_021601.3","CD79A"
"ILMN_1734878","NM_021601.3","CD79A"
"ILMN_1706852","NM_172220.1","CSF3"
"ILMN_1745398","NM_033056.3","PCDH15"
"ILMN_1813094","XM_933794.1","LOC646649"
"ILMN_1777084","NM_001005482.1","OR5H2"
"ILMN_1726762","XM_496355.3","LOC440577"
"ILMN_1740291","NM_199420.3","POLQ"
"ILMN_1740776","NM_001004733.1","OR5B12"
"ILMN_1814397","NM_000119.1","EPB42"
"ILMN_1732343","NM_025164.3","SIK3"
"ILMN_1751023","XM_926146.1","LOC390372"
"ILMN_2395451","NM_054012.3","ASS1"
"ILMN_1659209","XM_001126358.1","LOC728012"
"ILMN_1655045","XM_001126358.1","LOC728012"
"ILMN_1683470","NM_153345.1","TMEM139"
"ILMN_1751084","NM_001007122.1","FSD2"
"ILMN_2267535","NM_005863.3","NET1"
"ILMN_2359345","NM_005863.3","NET1"
"ILMN_1739002","XM_496438.2","LOC653487"
"ILMN_2054261","NM_173560.1","RFX6"
"ILMN_1698673","NM_032437.1","EFCAB7"
"ILMN_2232036","NM_032437.1","EFCAB7"
"ILMN_2387328","NM_173521.3","C9orf84"
"ILMN_2283245","NM_173521.3","C9orf84"
"ILMN_2248863","NM_001080412.1","ZBTB38"
"ILMN_1734734","NM_145287.2","ZNF519"
"ILMN_1722643","XM_926970.1","LOC653338"
"ILMN_2316083","NM_017833.3","DNAJC28"
"ILMN_2244087","NM_017833.3","DNAJC28"
"ILMN_1688213","XM_941697.1","LOC652282"
"ILMN_1710701","XM_932741.1","LOC653587"
"ILMN_1682636","NM_002089.3","CXCL2"
"ILMN_1738027","NM_007299.2","BRCA1"
"ILMN_2365465","NM_001079539.1","XBP1"
"ILMN_1675239","NM_005001.2","NDUFA7"
"ILMN_2310621","NM_004889.2","ATP5J2"
"ILMN_1798329","XM_934015.2","LOC644093"
"ILMN_1768922","NM_206894.1","MGC62100"
"ILMN_2232463","NM_025047.1","ARL14"
"ILMN_1811729","NM_012116.2","CBLC"
"ILMN_1699980","NM_130783.3","TSPAN18"
"ILMN_1710899","NM_130783.3","TSPAN18"
"ILMN_1724671","NM_207577.1","MAP6"
"ILMN_1710186","NM_002987.2","CCL17"
"ILMN_1786361","NM_145654.3","RDM1"
"ILMN_1784879","NM_153041.1","FLJ32955"
"ILMN_1670383","NM_032457.2","PCDH7"
"ILMN_1708496","NM_003957.2","BRSK2"
"ILMN_1736223","NM_022784.1","IQCH"
"ILMN_1707534","NM_017544.2","NKRF"
"ILMN_1739532","NR_002221.1","DPRXP4"
"ILMN_2051483","NR_002221.1","DPRXP4"
"ILMN_1779416","NM_020974.1","SCUBE2"
"ILMN_1665388","NM_022978.1","SERF1B"
"ILMN_2233878","NM_022978.1","SERF1B"
"ILMN_2233885","NM_022978.1","SERF1B"
"ILMN_1655011","NM_022978.1","SERF1B"
"ILMN_1794807","XM_933387.1","LOC653696"
"ILMN_2054576","NR_003290.1","EP400NL"
"ILMN_2073409","XM_930255.1","LOC647215"
"ILMN_1672566","XM_936995.1","LOC647935"
"ILMN_1805766","NM_002702.2","POU6F1"
"ILMN_1764788","NM_001066.2","TNFRSF1B"
"ILMN_1717710","NM_198999.1","SLC26A5"
"ILMN_1704972","NM_033034.1","TRIM5"
"ILMN_1730729","NM_018252.1","C1orf75"
"ILMN_2324421","NM_182743.1","TXNRD1"
"ILMN_1668671","NM_173661.1","FLJ35424"
"ILMN_1778408","NM_173661.1","FLJ35424"
"ILMN_2172600","NM_003419.2","ZNF345"
"ILMN_1777658","NM_145351.1","SCARF1"
"ILMN_1653378","XM_929525.1","LOC646589"
"ILMN_2069224","NM_002854.2","PVALB"
"ILMN_1692545","XM_933970.1","LOC646849"
"ILMN_1713956","NM_001080524.1","C16orf90"
"ILMN_1874870","NM_001080524.1","C16orf90"
"ILMN_2196984","NM_007280.1","OIP5"
"ILMN_1759277","NM_007280.1","OIP5"
"ILMN_1696048","NM_032849.2","C13orf33"
"ILMN_1679358","NM_015457.2","ZDHHC5"
"ILMN_1777180","NM_033481.3","FBXO9"
"ILMN_1782753","XR_018004.1","LOC153684"
"ILMN_2385178","NM_080875.1","MIB2"
"ILMN_2282077","NM_080875.1","MIB2"
"ILMN_1743067","NM_018260.1","ZNF701"
"ILMN_1770977","NM_001078650.1","TMEM134"
"ILMN_1783712","NM_001012991.1","LOC400506"
"ILMN_1762303","NM_203446.1","SYNJ1"
"ILMN_2234758","NM_003134.2","SRP14"
"ILMN_1678842","NM_003247.2","THBS2"
"ILMN_1788005","NM_201378.1","PLEC1"
"ILMN_1682383","XM_943581.1","LOC649107"
"ILMN_2092516","NR_003130.1","HSP90B3P"
"ILMN_1675097","NM_152781.2","C17orf66"
"ILMN_1765255","NM_177980.1","CDH26"
"ILMN_1685958","NM_177980.1","CDH26"
"ILMN_1753329","NM_003738.3","PTCH2"
"ILMN_2110496","NM_017447.2","C21orf91"
"ILMN_1778371","NM_001008661.1","CCBL2"
"ILMN_2244484","NM_001008661.1","CCBL2"
"ILMN_2302654","NM_001018054.1","LRP8"
"ILMN_2112417","NM_002629.2","PGAM1"
"ILMN_1661366","NM_002629.2","PGAM1"
"ILMN_1796793","NM_023939.3","MGC2752"
"ILMN_1695759","NM_015944.2","AMDHD2"
"ILMN_2329735","NM_022664.1","ECM1"
"ILMN_1805404","NM_021569.2","GRIN1"
"ILMN_2384496","NM_173216.1","ST6GAL1"
"ILMN_1754643","NM_022719.2","DGCR14"
"ILMN_1671905","NM_145247.4","C10orf78"
"ILMN_2301163","NM_145247.4","C10orf78"
"ILMN_1752718","XM_939543.1","LOC650455"
"ILMN_1813010","NM_016485.3","VTA1"
"ILMN_1757747","NM_001024656.1","LOC554235"
"ILMN_1687835","NM_173559.1","C6orf224"
"ILMN_2295042","NM_001015885.1","RAE1"
"ILMN_1744665","NM_001429.2","EP300"
"ILMN_2183331","NM_016090.2","RBM7"
"ILMN_1753006","NM_001057.1","TACR2"
"ILMN_1694277","NM_033178.1","DUX4"
"ILMN_1749424","XM_926239.1","C21orf122"
"ILMN_1705301","NM_201443.1","TEAD4"
"ILMN_1722824","NM_201443.1","TEAD4"
"ILMN_1675608","XM_929265.1","LOC646331"
"ILMN_1742380","NM_144718.2","CCDC52"
"ILMN_1683097","NM_182398.1","RPS6KA5"
"ILMN_1771103","XM_001130015.1","LOC731548"
"ILMN_1672930","NM_173626.2","SLC26A11"
"ILMN_1691926","NM_004493.1","HADH2"
"ILMN_1814092","XM_376454.3","AACSL"
"ILMN_1724139","NM_052932.2","TMEM123"
"ILMN_1693597","NM_020653.1","ZNF287"
"ILMN_1766264","NM_153370.2","PI16"
"ILMN_1749915","NM_020317.3","C1orf63"
"ILMN_1731476","NM_001030273.1","ARNTL"
"ILMN_1799903","NM_020692.1","GALNTL1"
"ILMN_2077952","NM_020692.1","GALNTL1"
"ILMN_1779979","NM_207113.1","SLC37A3"
"ILMN_1686535","NM_207113.1","SLC37A3"
"ILMN_1784554","XM_936461.1","LOC647389"
"ILMN_1740903","NM_024033.1","C7orf49"
"ILMN_1770641","NM_017415.1","KLHL3"
"ILMN_1811544","NM_024492.2","LPAL2"
"ILMN_1676947","NM_024492.2","LPAL2"
"ILMN_1735479","NM_024492.2","LPAL2"
"ILMN_1754535","XM_925826.1","LOC642277"
"ILMN_1682316","NM_015906.3","TRIM33"
"ILMN_1738672","NM_015906.3","TRIM33"
"ILMN_2173975","NM_022147.2","RTP4"
"ILMN_1679556","XM_932671.1","LOC653206"
"ILMN_1716922","NM_003587.3","DHX16"
"ILMN_1736130","NM_024805.1","C18orf22"
"ILMN_1673306","XM_941485.1","LOC652147"
"ILMN_1735058","NM_018641.3","CHST12"
"ILMN_2117623","NM_005761.1","PLXNC1"
"ILMN_1696415","XM_941401.1","LOC652076"
"ILMN_1753498","NM_001042532.1","COASY"
"ILMN_1783220","XM_937735.1","LOC648668"
"ILMN_1739368","NM_145115.2","ZNF498"
"ILMN_1663696","XM_001130645.1","LOC729569"
"ILMN_1674855","NM_152402.2","TRAM1L1"
"ILMN_1792323","NM_002112.2","HDC"
"ILMN_1715536","XM_940896.2","LOC440981"
"ILMN_1699170","NM_016175.3","C5orf45"
"ILMN_1813925","NM_003946.3","NOL3"
"ILMN_2059797","NM_003946.3","NOL3"
"ILMN_1680378","NM_152945.2","RBM45"
"ILMN_1752270","NM_018843.2","SLC25A40"
"ILMN_2054362","NM_018843.2","SLC25A40"
"ILMN_1750004","XM_926491.1","LOC653211"
"ILMN_1812392","NM_021103.3","TMSB10"
"ILMN_1778687","NM_016321.1","RHCG"
"ILMN_2393497","NM_030660.2","ATXN3"
"ILMN_1791531","NM_024306.2","FA2H"
"ILMN_1761560","NM_153812.1","PHF13"
"ILMN_1666615","NM_006036.2","PREPL"
"ILMN_1674949","NM_004293.3","GDA"
"ILMN_1812494","NM_004293.3","GDA"
"ILMN_1777903","XM_937596.1","LOC648541"
"ILMN_1715653","NM_153237.1","C9orf71"
"ILMN_1681327","XM_941351.1","LOC649416"
"ILMN_1790943","XM_378655.2","LOC96597"
"ILMN_1814975","XM_939545.1","LOC648251"
"ILMN_1790797","NM_016208.2","VPS28"
"ILMN_2339863","NM_016208.2","VPS28"
"ILMN_1693223","XM_926016.1","LOC642520"
"ILMN_2270491","NM_031232.2","APBA2BP"
"ILMN_2364928","NM_031232.2","APBA2BP"
"ILMN_2157091","NM_001045478.1","C1orf200"
"ILMN_1703119","NM_001045478.1","C1orf200"
"ILMN_1779670","NM_138933.1","A1CF"
"ILMN_1696375","NM_022492.3","TTC31"
"ILMN_1664024","NM_000384.2","APOB"
"ILMN_1699562","NM_024593.2","EFCAB1"
"ILMN_2272270","NM_000091.3","COL4A3"
"ILMN_1669070","NM_005932.1","MIPEP"
"ILMN_1652469","XM_944495.1","LOC648302"
"ILMN_2218248","NM_003176.2","SYCP1"
"ILMN_1752412","NM_004976.3","KCNC1"
"ILMN_1687536","XM_933468.1","LOC646207"
"ILMN_1731484","NM_001033568.1","RHOT1"
"ILMN_1778064","NM_007076.2","FICD"
"ILMN_1679087","XM_001127592.1","RABEP2"
"ILMN_1763916","NM_020328.2","ACVR1B"
"ILMN_1665458","NM_005390.4","PDHA2"
"ILMN_1748483","XM_936371.1","LOC642220"
"ILMN_1653133","NM_001009555.2","SH3D19"
"ILMN_1801051","NM_019120.2","PCDHB8"
"ILMN_1687335","NM_001456.2","FLNA"
"ILMN_2131381","NM_000922.2","PDE3B"
"ILMN_1690984","NM_004114.2","FGF13"
"ILMN_1671777","NM_004114.2","FGF13"
"ILMN_1672307","NM_203281.1","BMX"
"ILMN_1816391","NM_032821.2","HYDIN"
"ILMN_1697764","NM_032821.2","HYDIN"
"ILMN_1703599","NM_032821.2","HYDIN"
"ILMN_2297526","NM_032821.2","HYDIN"
"ILMN_1658413","NM_032821.2","HYDIN"
"ILMN_1913853","NM_032821.2","HYDIN"
"ILMN_1654063","NM_032821.2","HYDIN"
"ILMN_1912334","NM_032821.2","HYDIN"
"ILMN_1743138","NM_032821.2","HYDIN"
"ILMN_1677326","NM_032821.2","HYDIN"
"ILMN_1842717","NM_032821.2","HYDIN"
"ILMN_1685870","NM_032821.2","HYDIN"
"ILMN_1733287","NM_032821.2","HYDIN"
"ILMN_1691217","NM_032821.2","HYDIN"
"ILMN_1750633","NM_032821.2","HYDIN"
"ILMN_2413212","NM_032821.2","HYDIN"
"ILMN_1737543","XM_927258.1","LOC644005"
"ILMN_1790917","NM_080731.1","HOM-TES-103"
"ILMN_1651488","XM_932062.1","LOC644234"
"ILMN_1785615","NR_002189.2","SUMO1P1"
"ILMN_2195390","NR_002189.2","SUMO1P1"
"ILMN_1799591","XM_937786.1","LOC648704"
"ILMN_2399497","NM_134440.1","RFXANK"
"ILMN_1758731","NM_000775.2","CYP2J2"
"ILMN_1708251","XM_936814.1","LOC647748"
"ILMN_1768016","NM_001192.2","TNFRSF17"
"ILMN_1723626","NM_005503.2","APBA2"
"ILMN_1813167","XM_929866.1","LOC646905"
"ILMN_2399893","NM_001026.3","RPS24"
"ILMN_1752923","NM_000629.2","IFNAR1"
"ILMN_1651846","XM_934190.1","LOC400954"
"ILMN_1812062","XM_001128702.1","SGPP2"
"ILMN_1798205","XM_927169.1","LOC643904"
"ILMN_1689046","NM_019027.1","FLJ20273"
"ILMN_1734833","NM_002485.4","NBN"
"ILMN_2400583","NM_001039590.1","USP9X"
"ILMN_2084836","NM_006091.2","CORO2B"
"ILMN_1698706","NM_007361.3","NID2"
"ILMN_1803672","XM_926627.1","LOC643265"
"ILMN_1699131","XM_380103.3","LOC402483"
"ILMN_1757644","NM_003344.2","UBE2H"
"ILMN_1674633","NM_003344.2","UBE2H"
"ILMN_1738832","NM_014363.3","SACS"
"ILMN_2131523","NM_014363.3","SACS"
"ILMN_2091707","NM_001013619.1","LOC123688"
"ILMN_1708351","NM_001013619.1","LOC123688"
"ILMN_1759595","NM_024627.5","C22orf29"
"ILMN_1787155","NM_144993.1","TET3"
"ILMN_1677866","NM_153696.2","FOLH1B"
"ILMN_1712754","NM_001001716.1","NFKBIB"
"ILMN_1815667","XM_934088.1","LOC644372"
"ILMN_2339266","NM_000426.3","LAMA2"
"ILMN_1700723","XM_001132505.1","LOC728689"
"ILMN_1725984","XM_001132505.1","LOC728689"
"ILMN_1674050","NM_005202.1","COL8A2"
"ILMN_1754969","NM_014583.2","LMCD1"
"ILMN_1799015","NM_018663.1","PXMP2"
"ILMN_1681634","NM_018663.1","PXMP2"
"ILMN_1662556","NM_198321.2","GALNT10"
"ILMN_1708672","NM_005891.2","ACAT2"
"ILMN_2287276","NM_173607.3","FAM177A1"
"ILMN_1763603","NM_173607.3","FAM177A1"
